Handle,Title,Vendor,Product Category,Type,Tags,Description,Features,Specifications,Material,Color,Length,Width,Height,Variant SKU,Variant Price,Image Src,Variant Image,All URLs,SEO Title,SEO Description
900mm-wide-tambour-door-cupboards-with-shelves,Statewide 900 mm Wide Tambour Door Cupboards With Shelves,Statewide,Uncategorized,Office Cupboards,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$1001-Above, Price Range_$601-$700, Price Range_$701-$800, Price Range_$801-$900, Type_Office Cupboards",PRODUCT DESCRIPTION,"This cupboard is made with 100% recyclable Australian Bluescope steel | You also get multiple locking system options in this cupboard | This cupboard also has dual-color and multicolor options | A durable powder coat finish is available in this cupboard | You get a fully welded one-piece body for increased strength and durability | Multiple shelf types are also available in this cupboard | Adjustable shelves and multiple door colors are available | This cupboard comes with a lifetime warranty and is made in Australia | Statewide Tambour door cupboards are available in white, cream metallic silver, and light grey color option | You get to see 14 colors including ripple and energy range","Statewide Tambour door cupboards are available in white, cream metallic silver, and light grey color option | You get to see 14 colors including ripple and energy range",Steel,White | Grey | Silver | Red | Blue | Yellow | Cream | Birch | Ripple,,6,,SWTS967 WILDO,909,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWTS-Statewide-Low-Tambour-Cupboard-Wild-Oats_e25dd91b-ca01-4c22-9eef-26e038a9013f.jpg?v=1744283868,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWTS-Statewide-Low-Tambour-Cupboard-Wild-Oats_e25dd91b-ca01-4c22-9eef-26e038a9013f.jpg?v=1744283868,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWTS-Statewide-Low-Tambour-Cupboard-Wild-Oats_e25dd91b-ca01-4c22-9eef-26e038a9013f.jpg?v=1744283868 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWTS-Statewide-Low-Tambour-Cupboard-Wild-Oats_e25dd91b-ca01-4c22-9eef-26e038a9013f.jpg?v=1744283868,Statewide Stylish Wide 900 mm Tambour Door Cupboard Available ,Statewide Introduces A Stylish 900m Tambour Door Cupboard For Best Storage. This Cupboard Is Made With Leading Quality Materials And Gives The Best Strength.
duplex-card-cabinet-to-suit-9-by-6-cards,Statewide Duplex Card Cabinet to suit 9×6 Cards (228mm x 153mm),Statewide,Uncategorized,Filing Cabinets,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$1001-Above, Type_Filing Cabinets",,"Two compressor plates per drawer | Suits card size 9x6, or 228mm x 153mm | Fits approx. 1130 cards per drawer | Australian made | Electrostatically applied durable powder coat | Bluescope 100% recyclable steel with up to | 10% recycled materials | Internal Drawer Dimensions: 575D x 185H x 240W (per division) | 15 standard colours | Can be dual/multi coloured | Custom colours available | Standard keys can keyed alike | Lock can have master-key function removed",,Steel,Grey | Silver | Red | Blue | Yellow | Birch | Ripple,,240,185,SWD796 WILDO,1955,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWC-Statewide-7-Drawer-CD-Cabinet-Black-Ripple_1_e6d12773-3f50-49fa-a474-8c393697761e.jpg?v=1744283872,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWC-Statewide-7-Drawer-CD-Cabinet-Wild-Oats--768x768_7e151ee6-d687-4c23-9e54-9eafa2deab73.jpg?v=1744283873,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWC-Statewide-7-Drawer-CD-Cabinet-Black-Ripple_1_e6d12773-3f50-49fa-a474-8c393697761e.jpg?v=1744283872 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWC-Statewide-7-Drawer-CD-Cabinet-Wild-Oats--768x768_7e151ee6-d687-4c23-9e54-9eafa2deab73.jpg?v=1744283873,Officeworks Filing Cabinet | 7 Drawer File Cabinets for Sale in Australia,EasyMart offers a vast range of durable officeworks filing cabinet & steel cabinet drawers for sale. Buy filing cabinet & 7 drawer file cabinet for your place from our web store.
duplex-card-cabinet-to-suit-8-by-5-card,Statewide Duplex Card Cabinet to suit 8×5 Card (200mm x 125mm),Statewide,Uncategorized,Filing Cabinets,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$1001-Above, Type_Filing Cabinets",,"Two compressor plates per drawer | Suits card size 8x5, or 200mm x 125mm | Fits approx. 1130 cards per drawer | Australian made | Electrostatically applied durable powder coat | Bluescope 100% recyclable steel with up to | 10% recycled materials | Internal Drawer Dimensions: 575D x 110H x 155W (per division) | 15 standard colours | Can be dual/multi coloured | Custom colours available | Standard keys can keyed alike | Lock can have master-key function removed",,Steel,Grey | Silver | Red | Blue | Yellow | Birch | Ripple,,548,110,SWD885 WILDO,2072,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWD-Statewide-8-Drawer-Duplex-Card-Cabinet-Wild-Oats.jpg?v=1744283876,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWD-Statewide-8-Drawer-Duplex-Card-Cabinet-Wild-Oats.jpg?v=1744283876,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWD-Statewide-8-Drawer-Duplex-Card-Cabinet-Wild-Oats.jpg?v=1744283876 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWD-Statewide-8-Drawer-Duplex-Card-Cabinet-Wild-Oats.jpg?v=1744283876,Officeworks Filing Cabinet | Best Office Cabinets Storage in Australia,"We bring an officeworks filing cabinet & 8 Drawer File Cabinet to let you store files, folders & documents. Check our file cabinets for sale to buy a suitable lockable cabinet."
duplex-card-cabinet-to-suit-6-by-4-card,Statewide Duplex Card Cabinet to suit 6×4 Card (150mm x 100mm),Statewide,Uncategorized,Filing Cabinets,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$1001-Above, Type_Filing Cabinets",,"Two compressor plates per drawer | Suits card size 6x4, or 150mm x 100mm | Fits approx. 1130 cards per drawer | Australian made | Electrostatically applied durable powder coat | Bluescope 100% recyclable steel with up to | 10% recycled materials | Internal Drawer Dimensions: 575D x 110H x 155W (per division) | 15 standard colours | Can be dual/multi coloured | Custom colours available | Standard keys can keyed alike | Lock can have master-key function removed",,Steel,Grey | Silver | Red | Blue | Yellow | Birch | Ripple,,155,110,SWD664 WILDO,1780,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWD-Statewide-6-Drawer-Duplex-Card-Cabinet-Graphite-Ripple.jpg?v=1744283880,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWD-Statewide-6-Drawer-Duplex-Card-Cabinet-Wild-Oats-768x768.jpg?v=1744283881,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWD-Statewide-6-Drawer-Duplex-Card-Cabinet-Graphite-Ripple.jpg?v=1744283880 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWD-Statewide-6-Drawer-Duplex-Card-Cabinet-Wild-Oats-768x768.jpg?v=1744283881,Office Cabinets Storage | Best 6 Drawer Filing Cabinet in Australia,EasyMart brings 6 Drawer Filing Cabinet to ensure your cards stay upright & organized. Check durable file cabinets for sale to buy a suitable cabinet for your home or office.
cd-cabinet-to-suit-standard-cd-cases,Statewide CD Cabinet to suit standard CD Cases,Statewide,Uncategorized,Filing Cabinets,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$1001-Above, Price Range_$801-$900, Type_Filing Cabinets",,Australian Made | Single piece wrap around steel body – no structural | Riveting. Maximum durability and rigidity. | Internal welded drawer dividers | Label holder per drawer | Electrostatically applied durable powder coat | 100% recyclable Bluescope steel with up to | 20% recycled materials | Lifetime Warranty | 15 standard colours | Can be dual/multi coloured | Custom colours available | Standard keys can keyed alike | Lock can have master-key function removed | CD Trays (3 fit per drawer),,Steel,Grey | Silver | Red | Blue | Yellow | Birch | Ripple,,6,,SWCD7 WILDO,1680,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWC-Statewide-7-Drawer-CD-Cabinet-Blaze-Blue-768x768.jpg?v=1744283884,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWC-Statewide-7-Drawer-CD-Cabinet-Wild-Oats--768x768.jpg?v=1744283884,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWC-Statewide-7-Drawer-CD-Cabinet-Blaze-Blue-768x768.jpg?v=1744283884 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWC-Statewide-7-Drawer-CD-Cabinet-Wild-Oats--768x768.jpg?v=1744283884,Officeworks Filing Cabinet | 7 Drawer File Cabinet & CD Cabinet for Sale,EasyMart’s CD Cabinet enables archival storage of CDs & other media. Browse through EasyMart’s Officeworks filing cabinet collection to find the best-suited CD storage cabinet.
mobile-pedestals,Statewide Mobile Pedestals,Statewide,Uncategorized,Pedestals,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$301-$400, Type_Mobile Pedestals",,100% Australian Made | Bluescope steel | Lifetime warranty | Fully welded | Fully assembled | Heavy duty telescopic runners | Multiple drawer front options | Label Placeholder | Multi Colour Available | Buying Statewide supports the Australian economy | Sourced locally and constructed with as few cuts as possible | Statewide cabinets will last as long as your office does. | Extra strength body holds its shape well and highly durable. | Ready to use the minute it is delivered | Allows full access to the interior | Style the front to suit your office | Label your file drawers (not available on Streamline Front) | Add style by having different drawer/body colours,,Steel,Grey | Silver | Red | Blue | Yellow | Birch | Ripple,,6,,SW2MOB	WILDO,454,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_65be0205-84df-4ba0-852e-f8e532c4ea4d.jpg?v=1744283887,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_13_13dba071-8951-4752-b6d7-e82ed6950218.jpg?v=1744283888,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_65be0205-84df-4ba0-852e-f8e532c4ea4d.jpg?v=1744283887 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_13_13dba071-8951-4752-b6d7-e82ed6950218.jpg?v=1744283888,Mobile Pedestal Drawers | Best Office Pedestal Drawers for Sale,EasyMart brings strong & durable mobile pedestal drawers that offer enhanced security of your documents. Shop a suitable one from our office pedestal drawers collection.
435-mm-deep-multiple-height-bookshelf,Statewide 435 mm Deep Multiple Height Bookshelf,Statewide,Uncategorized,Bookcase,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$201-$300, Price Range_$301-$400, Type_Bookcases",,100% recyclable Australian Bluescope steel | 14 colour choices including ripple and energy range | Durable powder coat finish (can be customised) | Dual colour and multicolour available | Lifetime Warranty | Fully welded one-piece body for increased strength and durability | 300mm or 435mm deep units available | Made in Australia,,Steel,Grey | Silver | Red | Blue | Yellow | Birch | Ripple,,35.3241,19.6,SWSU1020 WILDO,349,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_85_489bed37-c585-4758-aa9c-430d11668c19.jpg?v=1744283892,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_98_fe7fb0c2-60fb-4b08-9a4b-e7a56da7a0a4.jpg?v=1744283892,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_85_489bed37-c585-4758-aa9c-430d11668c19.jpg?v=1744283892 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_98_fe7fb0c2-60fb-4b08-9a4b-e7a56da7a0a4.jpg?v=1744283892,435 mm Deep Multiple Height Bookshelf-14 color choices at Easymart,This simple but innovative design solves a common problem. The Deep Multiple Height Bookshelf is a clean and simple solution for a variety of different sized books and objects.
300-mm-deep-multiple-height-bookshelf,Statewide 300 mm Deep Multiple Height Bookshelf,Statewide,Uncategorized,Bookcase,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$201-$300, Price Range_$301-$400, Type_Bookcases",,100% recyclable Australian Bluescope steel | 14 colour choices including ripple and energy range | Durable powder coat finish (can be customised) | Dual colour and multicolour available | Lifetime Warranty | Fully welded one-piece body for increased strength and durability | 300mm or 435mm deep units available | Made in Australia,,Steel,Grey | Silver | Red | Blue | Yellow | Birch | Ripple,,6,600,SWBS600	WILDO,329,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_42_79649dda-c274-4448-847e-3063f591fec4.jpg?v=1744283894,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_55_f1df1f65-9a4b-4ce4-94fe-80e94d7ce5b6.jpg?v=1744283895,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_42_79649dda-c274-4448-847e-3063f591fec4.jpg?v=1744283894 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_55_f1df1f65-9a4b-4ce4-94fe-80e94d7ce5b6.jpg?v=1744283895,The 300 mm Deep Multiple Height Bookshelf Online in Australia,"This multiple height bookshelf will fit a wide range of book sizes. It is 300 mm deep and can be scaled to any height you desire, all at a price that matches your budget."
legal-filing-cabinets,Statewide Legal Filing Cabinets,Statewide,Uncategorized,Filing Cabinets,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$301-$400, Price Range_$601-$700, Price Range_$801-$900, Type_Filing Cabinets",,Australian Made | 15 standard colours | Single piece wrap around steel body – no structural | Can be dual/multi coloured | Riveting. Maximum durability and rigidity. | Custom colours available | Lifetime Warranty | Mobile Frame | Label holder per drawer | Pencil Trays | Electrostatically applied durable powder coat | 100% recyclable Bluescope steel with up to | 20% recycled materials,,Steel,Grey | Silver | Red | Blue | Yellow | Birch | Ripple,8,389,135,SWL4 WILDO,539,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_7_6e8d7bb6-bced-4da1-8140-6584a71042e9.jpg?v=1744283897,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_13_a7309b32-a210-4161-9f25-1b678901daff.jpg?v=1744283898,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_7_6e8d7bb6-bced-4da1-8140-6584a71042e9.jpg?v=1744283897 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_13_a7309b32-a210-4161-9f25-1b678901daff.jpg?v=1744283898,Statewide Filing Cabinet | Lockable Filing Cabinet Made in Australia,Our Statewide lockable cabinet & legal size file cabinet to store & secure legal files & paperwork. Shop the steel body Statewide filing cabinet from our vast collection.
traditional-vertical-filing-cabinet,Statewide Traditional Vertical Filing Cabinet,Statewide,Uncategorized,Filing Cabinets,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$201-$300, Price Range_$301-$400, Type_Filing Cabinets",PRODUCT DESCRIPTION,Made in Australia | 14 colour choices including ripple and energy range | 100% recyclable Australian Bluescope steel | Dual colour and multi colour available | Anti-Tilt locking mechanism | Fully welded one piece body for increased strength and durability | Multiple drawer front options | Paper description labels for each drawer | Keyed lock | Electronic locking available | Durable powder coat finish (can be customised) | Heavy duty runners | Lifetime Warranty | Locks can be keyed alike,,Steel,Grey | Silver | Red | Blue | Yellow | Birch | Ripple,,6,,SWH2 WILDO,320,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/New_Project_56.jpg?v=1744283903,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/New_Project_56.jpg?v=1744283903,https://easymart.com.au/collections/filing-cabinets | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/New_Project_56.jpg?v=1744283903 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/New_Project_56.jpg?v=1744283903, Vertical Filing Cabinet Online in Australia - Easymart,"We bring strong office works 2 drawer, 3 drawer & 4 drawer filing cabinets to help you organize paperwork & files. Find the best vertical file cabinet from our web store."
low-height-filing-cabinet,Statewide Low Height Filing Cabinet,Statewide,Uncategorized,Filing Cabinets,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$201-$300, Price Range_$301-$400, Type_Filing Cabinets",,"100% Australian Made | Bluescope steel | Lifetime warranty | Fully welded | Fully assembled | Anti Tilt Technology | Heavy-duty telescopic runners | Label Placeholder | Multi Colour Available | Lateral Divider Included | Sourced locally and constructed with as few cuts as possible | Statewide cabinets will last as long as your office does. | Extra strength body holds its shape well and highly durable. | Ready to use the minute it is delivered | With one drawer open, the other drawers auto-lock! | Allows full access to the interior, and are remarkably durable Locking Systems | Label your file drawers (not available on Streamline Front) | Add style by having different drawer/body colours | Included Choose if your files are sideways or front to back",,Steel,Grey | Silver | Red | Blue | Yellow | Birch | Ripple,1,6,675,SW2LOW WILDO,410,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SW4LOW-4-Personal-Drawers-Low-Height-Cabinet-Signal-Red-768x768.jpg?v=1744283912,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SW2MOB-Statewide-2-File-Drawer-Mobile-Pedestal-Wild-Oats-768x768.jpg?v=1744283917,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SW4LOW-4-Personal-Drawers-Low-Height-Cabinet-Signal-Red-768x768.jpg?v=1744283912 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SW2MOB-Statewide-2-File-Drawer-Mobile-Pedestal-Wild-Oats-768x768.jpg?v=1744283917,Officeworks Filing Cabinet | Low Height 2 Drawer File Cabinet for Sale,Our strong officeworks 4 drawer file cabinet can be kept beneath desks to store essential documents. Find the best colour from our vast officeworks filing cabinet collection.
lateral-filing-cabinets,Statewide Lateral Filing Cabinets,Statewide,Uncategorized,Filing Cabinets,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$401-$500, Price Range_$601-$700, Price Range_$701-$800, Type_Filing Cabinets",PRODUCT DESCRIPTION,"100% Australian Made | Bluescope steel | Lifetime warranty | Fully welded | Fully assembled | Anti Tilt Technology | Heavy-duty telescopic runners | Label Placeholder | Multi Colour Available | Lateral Divider Included | Sourced locally and constructed with as few cuts as possible | Statewide cabinets will last as long as your office does. | Extra strength body holds its shape well and highly durable. | Ready to use the minute it is delivered | With one drawer open, the other drawers auto-lock! | Allows full access to the interior, and are remarkably durable Locking Systems | Label your file drawers (not available on Streamline Front) | Add style by having different drawer/body colours | Included Choose if your files are sideways or front to back",,Steel,Grey | Silver | Red | Blue | Yellow | Birch | Ripple,,6,,SWLA2 WILDO,709,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SLA2-Statewide2DrawerLateralFilingCabinet-LemonYellow.jpg?v=1744283919,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SLA2-Statewide2DrawerLateralFilingCabinet-WildOats.jpg?v=1744283919,https://easymart.com.au/collections/filing-cabinets | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SLA2-Statewide2DrawerLateralFilingCabinet-LemonYellow.jpg?v=1744283919 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SLA2-Statewide2DrawerLateralFilingCabinet-WildOats.jpg?v=1744283919,Officeworks Filing Cabinet | Best 2 Drawer File Cabinet in Australia Online,"Buy filing cabinet, lateral file cabinet & 2 drawer file cabinet from EasyMart to add storage to your home & office. Check our officeworks filing cabinet collection today."
homefile-vertical-filing-cabinet,Statewide Homefile Vertical Filing Cabinet,Statewide,Uncategorized,Filing Cabinets,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Graphite Ripple, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Precious Silver, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$201-$300, Price Range_$301-$400, Type_Filing Cabinets",PRODUCT DESCRIPTION,Made in Australia | 14 colour choices including ripple and energy range | 100% recyclable Australian Bluescope steel | Dual colour and multi colour available | Anti-Tilt locking mechanism | Fully welded one piece body for increased strength and durability | Multiple drawer front options | Paper description labels for each drawer | Keyed lock | Electronic locking available | Durable powder coat finish (can be customised) | Heavy duty runners | Lifetime Warranty | Locks can be keyed alike,,Steel,Grey | Silver | Red | Blue | Yellow | Birch | Ripple,,6,,SWH2 WILDO,329,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWH2-Statewide-2-Drawer-Filing-Cabinet-Homefile-455mm-Deep-Charcoal-1.jpg?v=1744283924,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWH2-Statewide-2-Drawer-Filing-Cabinet-Homefile-455mm-Deep-Wild-Oats.jpg?v=1744283924,https://easymart.com.au/collections/filing-cabinets | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWH2-Statewide-2-Drawer-Filing-Cabinet-Homefile-455mm-Deep-Charcoal-1.jpg?v=1744283924 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWH2-Statewide-2-Drawer-Filing-Cabinet-Homefile-455mm-Deep-Wild-Oats.jpg?v=1744283924,Officeworks Filing Cabinet | Best Lockable Filing Cabinet in Australia,Our officeworks filing cabinet easily organizes & secures your files & paperwork. Shop for the best lockable filing cabinet & home office filing cabinets from our web store.
planter-boxes-to-suit-tambours-or-standalone-1,Statewide 1200mm Wide Planter Boxes – to suit Tambours or Standalone,Statewide,Uncategorized,Accessories,"Brand_Statewide, Color_Black Ripple, Color_Blaze Blue, Color_Charcoal, Color_Claret, Color_Lemon Yellow, Color_Light Grey, Color_Orange, Color_Signal Red, Color_Wedgewood, Color_White, Color_White Birch, Color_Wild Oats, Price Range_$301-$400, Type_Planter Box",PRODUCT DESCRIPTION,Welded construction with 100% recyclable Bluescope steel | Australian Made | Electrostatic Powder Coat finish | Suits Statewide tambour cupboards | Moulded plastic drip tray | Suits 200mm diameter plant pots,,Plastic | Steel,Black | Grey | Red | Blue | Yellow | Birch | Ripple,,6,,SPB1200 BR,414,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_5_783670de-d2c6-4ea1-aa87-c3cbaca9794b.jpg?v=1744283929,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_5_783670de-d2c6-4ea1-aa87-c3cbaca9794b.jpg?v=1744283929,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_5_783670de-d2c6-4ea1-aa87-c3cbaca9794b.jpg?v=1744283929 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject_5_783670de-d2c6-4ea1-aa87-c3cbaca9794b.jpg?v=1744283929,Buy 1200mm Wide Planter Box online in Australia | For sale ,"Buy 1200mm Wide Planter Box Constructed with 100 % recyclable material, best fit with 200 mm diameter plant pot.
"
mobile-caddy-with-open-shelf,Statewide Mobile Caddy with Open Shelf,Statewide,Uncategorized,Storage,"Brand_Statewide, Price Range_$501-$600, Price Range_$601-$700, Type_Office Credenza",PRODUCT DESCRIPTION,"Backed up by a 10-year warranty for tambour slats and a lifetime warranty for steel | It is free from factors like corrosion and rust | Feature a pencil tray and a lockable receding tambour door | For added security, it has lockable drawers | Standard keys can be keyed alike and can be made non-masterable | Contains 1* adjustable shelf | It is suitable for standard foolscap files while the two personal drawers allow for secure storage of personal belongings | Looks fabulous in electrostatically applied powder coat finish | It is an Australian made caddy that is manufactured from 100% recyclable steel | This mobile caddy is properly welded and fully assembled | It has a very high longevity | 4 size variants are there having dimensions as follows - | 600H*900W*450D | 600H*1200W*450D | 675H*900W*450D | 675H*1200W*450D | 14 color variants are available - black ripple, blaze blue, Claret, charcoal, graphite ripple, lemon yellow, light grey, orange, wedge wood, white, wild oats, white birch, signal red, and precious silver","It is an Australian made caddy that is manufactured from 100% recyclable steel | This mobile caddy is properly welded and fully assembled | It has a very high longevity | 4 size variants are there having dimensions as follows - | 600H*900W*450D | 600H*1200W*450D | 675H*900W*450D | 675H*1200W*450D | 14 color variants are available - black ripple, blaze blue, Claret, charcoal, graphite ripple, lemon yellow, light grey, orange, wedge wood, white, wild oats, white birch, signal red, and precious silver",Steel | Wood,Black | White | Grey | Silver | Red | Blue | Yellow | Orange | Charcoal | Graphite | Birch | Claret | Ripple | Blaze | Precious,,6,600,SWCADOP609 BR,779,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWCADOP-Statewide-Open-Shelf-Mobile-Caddy-Black-Ripple_324c7a70-ad49-4ef0-9cab-3748f0e28abf.jpg?v=1744283931,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWCADOP-Statewide-Open-Shelf-Mobile-Caddy-Black-Ripple_324c7a70-ad49-4ef0-9cab-3748f0e28abf.jpg?v=1744283931,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWCADOP-Statewide-Open-Shelf-Mobile-Caddy-Black-Ripple_324c7a70-ad49-4ef0-9cab-3748f0e28abf.jpg?v=1744283931 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/SWCADOP-Statewide-Open-Shelf-Mobile-Caddy-Black-Ripple_324c7a70-ad49-4ef0-9cab-3748f0e28abf.jpg?v=1744283931,Statewide Mobile Caddy With Open Shelf In Four Sizes- Buy Online!,Sorting Stuff In An Organised Way Has Now Become Very Easy With The Help Of This Mobile Caddy With Open Shelf. This Is The Best You Can Have As It Has A Very High Longevity.
